Address,City,County,State,Latitude,Longitude,Population_Total,Median_Income
1215 N Landing Way,Renton,King,WA,47.496772,-122.200399,2262713.0,927817.0
301 Strander Blvd,Tukwila,King,WA,47.455299,-122.258402,2262713.0,927817.0
18101 NW Evergreen Pkwy,Beaverton,Washington,OR,45.539154,-122.864855,600266.0,232366.0
21365 SW Baler Way,Sherwood,Washington,OR,45.366442,-122.838655,600266.0,232366.0
4053 Factoria Square Mall SE,Bellevue,King,WA,47.574202,-122.172947,2262713.0,927817.0
5618 Lakewood Town Center Blvd SW,Lakewood,Pierce,WA,47.163639,-122.511782,924106.0,346708.0
205 Three Rivers Dr,Kelso,Cowlitz,WA,46.142714,-122.899321,111539.0,43409.0
3320 S 23rd St,Tacoma,Pierce,WA,47.237213,-122.479943,924106.0,346708.0
2295 SE Tualatin Valley Hwy,Hillsboro,Washington,OR,45.507197,-122.957016,600266.0,232366.0
2800 SW Barton St,Seattle,King,WA,47.521889,-122.368834,2262713.0,927817.0
13950 NE 178th Pl,Woodinville,King,WA,47.758916,-122.154601,2262713.0,927817.0
1401 2nd Ave,Seattle,King,WA,47.608941,-122.339058,2262713.0,927817.0
11400 51st Ave NW,Gig Harbor,Pierce,WA,47.360864,-122.607339,924106.0,346708.0
665 Sleater Kinney Rd SE,Lacey,Thurston,WA,47.042749,-122.83586,296640.0,117172.0
302 NE Northgate Way,Seattle,King,WA,47.70897,-122.325012,2262713.0,927817.0
18305 Alderwood Mall Pkwy,Lynnwood,Snohomish,WA,47.832446,-122.266588,834648.0,311825.0
2925 Harrison Ave NW,Olympia,Thurston,WA,47.044627,-122.937368,296640.0,117172.0
405 SE Everett Mall Way,Everett,Snohomish,WA,47.910051,-122.226784,834648.0,311825.0
3201 NW Randall Way,Silverdale,Kitsap,WA,47.658217,-122.694049,276581.0,107264.0
16818 Twin Lakes Ave,Marysville,Snohomish,WA,48.149416,-122.192027,834648.0,311825.0
199 Cascade Mall Dr,Burlington,Skagit,WA,48.465356,-122.338606,130407.0,51518.0
30 Bellis Fair Pkwy,Bellingham,Whatcom,WA,48.786495,-122.493602,228432.0,92411.0
1910 Bob Bullock Loop,Laredo,Webb,TX,27.51611,-99.451807,267731.0,79572.0
7501 San Dario Ave,Laredo,Webb,TX,27.569584,-99.499934,267731.0,79572.0
7400 N 10th St,Mcallen,Hidalgo,TX,26.268482,-98.216553,880921.0,264128.0
3600 Nolana Ave,McAllen,Hidalgo,TX,26.24457,-98.254367,880921.0,264128.0
2427 E Expressway 83,Mission,Hidalgo,TX,26.197203,-98.283669,880921.0,264128.0
5425 S Padre Island Dr,Corpus Christi,Nueces,TX,27.706821,-97.374015,352829.0,130770.0
708 E Expressway 83,McAllen,Hidalgo,TX,26.186369,-98.213058,880921.0,264128.0
1002 Dixieland Rd,Harlingen,Cameron,TX,26.183007,-97.721719,423192.0,135435.0
301 E Morrison Rd,Brownsville,Cameron,TX,25.9686,-97.509487,423192.0,135435.0
2810 SW Military Dr,San Antonio,Bexar,TX,29.355947,-98.542542,2037344.0,740402.0
3227 SE Military Dr,San Antonio,Bexar,TX,29.353592,-98.436513,2037344.0,740402.0
8223 State Highway 151,San Antonio,Bexar,TX,29.438798,-98.64903,2037344.0,740402.0
5355 W Loop 1604 N,San Antonio,Bexar,TX,29.493253,-98.709562,2037344.0,740402.0
4522 Fredricksburg Rd,Balcones Heights,Bexar,TX,29.494545,-98.551497,2037344.0,740402.0
1223 Austin Hwy,San Antonio,Bexar,TX,29.488814,-98.447283,2037344.0,740402.0
746 NW Loop 410,San Antonio,Bexar,TX,29.517056,-98.504488,2037344.0,740402.0
11311 Bandera Rd,San Antonio,Bexar,TX,29.547842,-98.663965,2037344.0,740402.0
13700 San Pedro Ave,San Antonio,Bexar,TX,29.565135,-98.479886,2037344.0,740402.0
8234 Agora Pkwy,Selma,Bexar,TX,29.568997,-98.327098,2037344.0,740402.0
17502 La Cantera Pkwy,San Antonio,Bexar,TX,29.606476,-98.597432,2037344.0,740402.0
18255 Blanco Rd,San Antonio,Bexar,TX,29.611833,-98.510142,2037344.0,740402.0
22832 US Highway 281 N,San Antonio,Bexar,TX,29.653311,-98.445034,2037344.0,740402.0
135 Creekside Way,New Braunfels,Comal,TX,29.73089,-98.073444,174552.0,67651.0
700 Barnes Dr,San Marcos,Hays,TX,29.846426,-97.970298,256429.0,94499.0
5188 Kyle Center Dr,Kyle,Hays,TX,30.011692,-97.864363,256429.0,94499.0
9500 S IH 35,Austin,Travis,TX,30.162592,-97.793568,1307625.0,561491.0
